case_id,Ta,Twa,Tb,Ts,Tt,Tad,theta
20001,0.020659651629803266,0.4421020271834263,0.13118992347323472,1.1290142628742748,0.9764889131289148,0.6044189371152605,7.691357016092006
20002,0.02791323066699864,0.26920911157976474,0.10402812265405517,1.0764229337130047,0.5050488877475157,0.4996175426347347,-0.1838928418012209
20003,0.007924440321910479,0.20680567215579454,0.0999610570921076,0.8843864829780307,0.7207301744552259,0.552515991569575,5.051829737702743
20004,0.01685838817359479,0.4445921908726906,0.11264250516641733,1.4960266351252889,0.9448081596475044,0.6580863471262945,5.0185711468662415
20005,0.021226308974169647,0.5945985656228308,0.10817373730170704,0.545274167774606,1.1870201695471454,0.3155125513690911,-4.522235522046591
20006,0.015067126978528855,0.5738486544629001,0.08110425421638305,0.7107646948827135,0.8230042647987657,0.08336487921186715,2.1662635338281113
20007,0.011961288294956856,0.5869707935217963,0.10240493781114582,0.8647487036442635,0.5157075777217036,0.3243195246645325,4.406568428637897
20008,0.03035792281169384,0.4640588199331926,0.08780579783846484,0.872639953437504,0.7725674590147925,0.17544547069628955,9.028273575672078
20009,0.04291031607718829,0.3438796064909241,0.14845979695343758,0.6789645807123684,1.1164910922075102,0.07028173626839884,-3.112814816371401
20010,0.03644039365751002,0.38549913266265334,0.12148550922519813,1.1584203546052096,0.6307613312788216,0.6101121070636891,3.669407209453235
20011,0.019041647604645644,0.34079850774433895,0.08304898783118386,0.848500099590904,1.014214478888971,0.558661016604618,-0.25614452616934
20012,0.010044295003790137,0.4635069466232053,0.09227197283031567,0.7010104673456303,1.1960214866082894,0.6832311352739606,-7.947728710513544
20013,0.042542241584513404,0.2313005984821958,0.09291195246501431,1.20066666370285,1.1054839369346472,0.4444652937922831,2.6364959097479748
20014,0.04743906282253341,0.3722629245112147,0.08379412958118175,0.9843412675550928,0.6455664862813374,0.3788072467911553,3.603421916588214
20015,0.04975323305162454,0.23672213782021712,0.11730410473555246,1.3956992211598906,0.56934916864483,0.5254813766744882,5.940454929100852
20016,0.03358194419391725,0.5822983283040428,0.12554064397006548,1.1336768975247415,0.8657409649284507,0.12867491946009949,-1.592020206082518
20017,0.04990270216015401,0.2825467047861017,0.08253872804499042,0.8910226463853819,1.1137983858805809,0.08933233879849067,-2.314169730472363
20018,0.048953662735498005,0.4282038921846044,0.13891932459854367,1.3922106087673352,0.8929624122719338,0.3261015962351395,2.0343078811451996
20019,0.032062129328542306,0.22587991192425658,0.12811722499205583,1.4125411372428618,1.177494542761408,0.8309686050645174,4.173760417426909
20020,0.01721062438998367,0.49006903041485744,0.1258823941868228,0.6319141139167213,1.0827591512332178,0.4599295916507857,-4.06735471316339
20021,0.03438285276514479,0.20939792923174286,0.09095926773978796,0.5719961565717688,1.1917027371297415,0.7764152718468357,1.771591120409287
20022,0.0022364279762794605,0.3293929768021004,0.1441884322276628,1.0433993123901204,0.8125767715634824,0.39446105826744765,9.269173696547377
20023,0.011864507666569345,0.31112743007287336,0.11765378447190987,1.234305415220553,1.047002411394233,0.7684135243665223,-0.911616584760992
20024,0.036599906196058546,0.2330763128040015,0.1032932174205925,1.1261876817501857,0.6430229582082984,0.16018146006899986,1.6409442899544597
20025,0.015948150217795883,0.5309221184520181,0.10921722701349615,1.1402988235854146,0.5150464639942487,0.8868816062157132,-9.507636778539535
20026,0.009363385470343934,0.46112867343812264,0.11112791558670464,0.8211415368425748,0.5677783566538439,0.4169996050251522,-9.71156702677544
20027,0.016588478381289042,0.42976873217951106,0.11716411153254885,0.8942005755346273,0.7457615182869374,0.11004065767767027,-3.9371131481083737
20028,0.036228927590297076,0.5974700520286687,0.1411726361853594,1.1686467731813508,0.7021294706271803,0.946588755601886,2.9504728320533253
20029,0.015694026661204927,0.43385036343149447,0.13191560536701794,0.81296405816359,0.8780590482583015,0.5498127148621366,-3.2169041984953237
20030,0.006352732130738595,0.4788882390107762,0.09534523224947991,1.0954464902464225,0.5106803349936135,0.6708724039171727,-1.1357037125518907
20031,0.03926430192032876,0.5898198215241102,0.1360566239301899,0.6944584682813694,0.5185008309951925,0.09470402092772268,-8.386715495502363
20032,0.04455745973189263,0.5966566213238689,0.14972766697483994,1.365385262421881,0.9023609302417948,0.2600306699054848,0.15623376710038528
20033,0.016100240031232737,0.5579528668308169,0.12922041973032272,1.2653843062222585,0.7146413095340042,0.7527237613127583,1.4497410668432167
20034,0.024206914243758607,0.31224650834800133,0.12307371168711892,0.5867465166758512,0.9011997024537775,0.4557499399197176,-0.7939917604624593
20035,0.014131922359340177,0.4588631726075967,0.10542985554029316,0.9925072082893751,0.6056447834958294,0.9542543186812791,3.0688161404888383
20036,0.002870237851140385,0.4918446051334113,0.12019097949691199,0.9910909310909627,1.0493756966544654,0.19011793378855782,-3.80784336783268
20037,0.018893588709449793,0.427007407271738,0.1045089777864413,0.6159174735390585,0.7944367106133297,0.06059497288285144,5.687630397850938
20038,0.004716690467807336,0.593070293785825,0.1306943010157806,1.3909143707698117,0.667587317003739,0.26201375227117807,-6.404850427490046
20039,0.01102127836652635,0.41007420133430317,0.10316701806299,0.9401586608225674,1.1976656719104377,0.29681536066481434,-5.75882537698032
20040,0.04431753719222184,0.35185480327666213,0.0931189961666475,1.3706605786186643,1.1276671703574443,0.3407164925672908,8.24456380329159
20041,0.037581466143918794,0.2562839125465423,0.13222960507147935,1.1726612048330798,0.8423778454117029,0.7572762337679724,-5.470844892757528
20042,0.04013702677459827,0.5133145765866856,0.11103201330670334,1.3690679894322255,0.5870232347988825,0.9391368008515756,-9.875171949047923
20043,0.01807158937519644,0.39706722637485153,0.14273465270292307,0.5798734173416609,1.1646350014761744,0.3481999260783057,8.65494352370192
20044,0.017485776104478833,0.3090327558957226,0.12909663885673522,1.3253112406082623,1.0270244372633928,0.2881865676651785,-6.28564936477919
20045,0.010960957272487835,0.5161873304653384,0.08267257226443162,0.8416292376567773,0.5080816349394295,0.43331708415865505,-1.942105360553807
20046,0.016779423252750066,0.29324733300975125,0.13058215243508375,1.3187821735231555,0.8388183688575952,0.9037432750615769,6.150204279359166
20047,0.025213394127204736,0.24736605417626084,0.13091730668855295,1.20790331610588,1.1841037258226232,0.05823396287541734,-5.931179304804465
20048,0.007159185240249963,0.38743764281610216,0.12971317054222065,0.93533048533801,0.6065592157158562,0.9870360801232725,-3.182778529656237
20049,0.02186496083698182,0.383276993881927,0.12569599152300068,0.987694068183089,0.7547635528517919,0.8899154927249551,-4.103572167983582
20050,0.012355092715822018,0.30820298177598826,0.14902226547125721,0.6703400977777929,1.1685814463560442,0.825486135130865,8.87997088173205
20051,0.008959534923632263,0.23768996625424083,0.13732319012625183,0.6099334331331173,0.6831940972278137,0.6481848871006469,-6.018414014525747
20052,0.03844787230230329,0.504366783439177,0.1274178156407886,0.5436496831661215,0.5356777208017136,0.7076657148028813,-7.226078259568724
20053,0.009694316754097002,0.4883442437258106,0.10839582808252143,0.9138404624192185,0.8869102047734152,0.6001293347255724,-8.82719610580918
20054,0.025706290270941675,0.5814291292830913,0.14064642547157508,1.177748426090388,0.6472550468492576,0.5768359584747171,3.004037957859417
20055,0.026995056244943444,0.5621610201781106,0.10625255274216022,0.63736754486676,0.5179465188994603,0.8978916572958308,9.388609489267132
20056,0.01576594984119455,0.5481732582726994,0.09650566518875035,1.4582463501625447,1.1085452395167505,0.3915664569895579,0.8234613963382706
20057,0.034231250710443153,0.28817780707693724,0.11627969593020553,1.239328101602958,0.5203404678066181,0.195389409079985,2.7821279497251634
20058,0.031828270236899506,0.2874663735166057,0.08356341184529675,0.5378178661546346,0.9853204016115655,0.8440214529790456,-9.240304917848025
20059,0.02340442899855233,0.26094164267848496,0.08617986849224354,1.1576421854210106,0.565459301957671,0.45721174514329843,4.659562578724339
20060,0.025911522371175767,0.4091159747153268,0.12113428646122008,0.756385758887939,1.0137291542874265,0.9050098895744487,5.965563804642802
20061,0.010121834590697786,0.22478349797452193,0.1262945475444492,1.4259298844558752,1.0065903557595135,0.617959530101202,-5.844416286103567
