case_id,Ta,Twa,Tb,Ts,Tt,Tad,theta
30001,0.033652370584918795,0.27926377449750756,0.0921816109373735,1.265176880797409,0.7034481543483919,0.1992945286858464,-0.49235644704075376
30002,0.047070152508892044,0.25716881173383394,0.11636950839421145,1.1285836763130104,0.8587217426719584,0.7475428649251883,3.7848551186966457
30003,0.0032218142873249992,0.4579327353132035,0.13572331039498003,1.3679268770429451,1.0355344043849226,0.5918162970968063,-9.982847754160995
30004,0.018121901252727102,0.365329800410695,0.13049745018205605,0.5048619454878941,0.9327100364619141,0.7667118996990971,6.630487119983982
30005,0.009179884359805912,0.30457003129906857,0.0937758243369223,1.1401924184265897,1.1259272371491504,0.2048808857738906,1.0978084846721021
30006,0.035724414885847225,0.2889458528239476,0.13776135394788797,1.0878545595779978,0.7640220630150256,0.998520655588546,-6.515410065003671
30007,0.03797398488388029,0.2187106883247374,0.13309940301664724,1.4376499014694137,1.0323349415227279,0.22090395327995285,4.120811108896438
30008,0.04815234556158436,0.32282987031939836,0.11001955307637418,0.7281040698191481,0.8871893993148781,0.08728821712491576,-1.886598943219175
30009,0.018408332701721052,0.5124562451471608,0.09140389945376003,0.8253148880617914,0.9550301082565242,0.373274221698043,-5.559509212600471
30010,0.04784682766630239,0.598142919092932,0.14184409253963806,0.5861953308451711,0.5662697427475794,0.6044600106100888,7.463405881621512
30011,0.017014301770571005,0.4851500673851166,0.126981677566394,1.1125227739142571,1.1646214947961244,0.0077188753196661165,-9.051258442707466
30012,0.036637647794947194,0.3775383014794203,0.08111726357923978,1.315429867719884,1.1391818549640518,0.7080436874340567,-4.382360883075198
30013,0.043342231324901344,0.3449847477948203,0.12535171142450144,1.3258783702538741,0.6336998858244984,0.19110490077125925,-3.9217320870645622
30014,0.040969605033452414,0.5375599020500899,0.11542555192541162,0.8961944672841982,0.5129243745794356,0.2958685770694006,4.439495844615529
30015,0.007151911514397949,0.5898051457391509,0.12748691759451042,0.9396759878698264,0.8058726906588545,0.530030409610845,-4.254343395672228
30016,0.007240859097999212,0.5402520635492918,0.12721010586408033,0.7454825010059677,0.9076786146191984,0.692484938956387,-2.723202255074396
30017,0.0004175905901085031,0.4767738643032908,0.10507798754215925,1.110359323356618,0.5445350038070643,0.1347359046227377,3.1533321662616594
30018,0.016941878378992293,0.31677050455690015,0.11236032779016142,1.2423671230023356,0.84951328201242,0.10716300636651901,4.802691191503632
30019,0.02104617509087636,0.2784489441200567,0.08836839071752037,1.4149157202527407,0.5381507652165175,0.45317850163778006,-8.646854670455113
30020,0.042509937957518854,0.2556343952919881,0.12145482813705338,0.8031424061663267,1.0859367664882655,0.3225923349442903,4.0850335458759
30021,0.005012769032289248,0.4584905833015572,0.09603331804130254,1.2688940083115088,0.5365631298917034,0.34913965453263923,-8.619992980056068
30022,0.027942245086152707,0.41403957419202775,0.10341623567088348,1.382601699271071,0.6398406883155263,0.39320530028763223,-0.3964939659338036
30023,0.011532855508748115,0.4558488755717032,0.08440165750523324,0.6627515728869494,0.5276498405706513,0.15368880886903424,3.625848148921751
30024,0.04089006597574204,0.23576813255473297,0.1057169219861739,1.2742743821718572,0.6588720697833257,0.9520031373992769,-0.20338210888062846
30025,0.03321632379780649,0.5676125117093149,0.12679232948835273,0.8131530146684214,0.6357983642155134,0.5175442878185266,-9.183975749129393
30026,0.04947196920865965,0.20138831592700845,0.09968606435439649,1.1581086800699012,0.5785834724182229,0.8743005091996487,-1.4966572549008088
30027,0.00022203598727726115,0.5632974401831174,0.08745465795396766,1.1504741520686692,0.5058813788830864,0.3149459076489288,8.43762622775246
30028,0.010914905265235537,0.5466506112048133,0.09715432757187478,0.7147787816527702,1.101628901028057,0.5269463086307153,1.0489738051214754
30029,0.000318437181069867,0.590764396065594,0.10171153219737006,1.2091812200062653,0.6700197811536716,0.49900757014645586,-9.7141032430615
30030,0.01474607343260723,0.3363329612023726,0.12041701495594585,0.6208434052416869,0.5750671679676369,0.8810060036958217,-3.4203271904317676
30031,0.037689972584042886,0.44327968317578337,0.13188266803996063,0.9842616096586992,1.1075950319552081,0.699089966228043,8.553519156372356
30032,0.019926934892416925,0.42285212485608276,0.1039132104666934,1.1665755561291498,0.9589711155153815,0.9504368926973019,-2.192914222400155
30033,0.04686614581176783,0.4516842992066769,0.1104313247031694,1.2078166245094137,0.6856059793553138,0.538755679709206,-8.385222768104416
30034,0.011322982143784494,0.3883842085115,0.09702146831103334,1.2208565314124376,0.9856414813349563,0.4940041827682111,-4.755915340240817
30035,0.025680597748088257,0.46763487693374306,0.09926665333507848,1.064744480550655,0.5902613521607261,0.9726849776369714,8.481476027012626
30036,0.011074015497342108,0.21483245660050174,0.08976162140783596,1.0341011286788508,1.0815095237347139,0.9749277353783117,-7.738020818312938
30037,0.04150310402711987,0.5346189166249101,0.08588115094449915,0.6139306546742062,1.092824857032741,0.6176655902913897,-0.24653579831184835
30038,0.022102771500698684,0.3983754691420076,0.10937435768092559,1.1735490640703983,0.5625797825125523,0.05970175920309706,-1.416631785575241
30039,0.02239857818902805,0.4190451753820416,0.14920937404767132,1.3337085294648754,0.8777942926159699,0.8977434462204513,-6.022853972939286
30040,0.005542729877128295,0.4148428888627381,0.14381567541011772,0.5566573163556185,1.0692915803238692,0.12517582668715876,4.024390143596285
30041,0.006343744036155726,0.20960780851208483,0.13684308696331793,0.9340829824340273,0.8130473975885012,0.5708402017156277,-8.957704205818144
30042,0.04641603517900442,0.3022299744836896,0.08770623059037483,1.380966576070156,0.7609803506255111,0.8867116195784056,3.011411528461732
30043,0.04243686761596513,0.21244776360398443,0.14676675950470586,1.3314707636148875,0.532709925353426,0.2774752174295978,-1.3658578929949687
30044,0.04886294600530131,0.29770522544792105,0.13081087189909754,1.2464935220550797,0.6118941093966471,0.383957170399619,-5.015509043453289
30045,0.01799613908947704,0.3535808279494954,0.09985831751070694,0.8530648111500037,1.044905198782206,0.8604001707544114,9.482844371880375
30046,0.008000589003331747,0.28822367250847436,0.0895005175231639,0.7859514638666512,0.9730377603023905,0.010213963207504086,8.104540386963684
30047,0.022834151204177908,0.3051931419130483,0.11054638294992382,0.8284269308356025,1.129404277807696,0.3887200028658069,0.8950348174749241
30048,6.823518632481434e-05,0.2626938537011207,0.11964390816341366,1.0479511214352328,0.8083794436212121,0.6463931041792264,9.726235790549097
30049,0.04972030866877816,0.39700030564982847,0.10159639206305503,1.041038871408246,0.7586048242964971,0.9682618735371392,4.793017893643718
30050,0.006762355840215811,0.3803602166793132,0.10064441260081537,1.2415162878282224,1.1310623661629162,0.6362445384368148,6.210907625311783
30051,0.03055417430778691,0.32608134329113747,0.12937875802224527,1.294837200786086,0.6209804746514576,0.7817300573661319,8.773958068586701
